Дата,Автомобиль,Пробег_км,Топливо_руб,Зарплата_руб,Ремонт_руб,Аренда_руб,Амортизация_руб,Налоги_руб,Админ_расходы_руб,Штрафы_руб
2025-01-26,Car_9,386,2662,2970,0,2892,822,62,1027,0
2025-01-28,Car_8,223,1358,1477,0,3136,822,62,746,0
2025-01-28,Car_1,415,2524,2286,0,3848,822,62,895,0
2025-01-29,Car_10,387,2720,2725,45,3600,822,62,436,11828
2025-01-29,Car_7,302,2118,2936,0,3375,822,62,732,0
2025-01-30,Car_5,277,1730,2510,0,3205,822,62,743,0
2025-01-30,Car_6,381,2386,3001,0,2759,822,62,718,0
2025-01-30,Car_6,284,1779,2057,0,3366,822,62,820,0
2025-01-30,Car_1,371,2322,2765,37,2531,822,62,1320,0
2025-01-30,Car_2,435,2719,2317,326,4303,822,62,631,0
2025-01-31,Car_5,297,1980,2374,0,3952,822,62,1065,0
2025-01-31,Car_8,234,1559,2163,0,4392,822,62,702,0
2025-02-01,Car_10,363,2955,2264,42,3558,822,62,380,0
2025-02-02,Car_2,310,2030,2145,0,4085,822,62,981,0
2025-02-02,Car_1,372,2432,2583,0,3417,822,62,997,0
2025-02-02,Car_3,343,2246,1737,0,3368,822,62,874,0
2025-02-02,Car_9,382,2502,2297,0,2628,822,62,963,0
2025-02-03,Car_7,354,2579,3023,0,3333,822,62,909,0
2025-02-03,Car_2,267,1943,2819,0,3632,822,62,756,0
2025-02-04,Car_8,211,1302,2104,17,3615,822,62,743,0
2025-02-04,Car_8,364,2251,3284,0,3432,822,62,686,0
2025-02-04,Car_7,401,2480,2233,0,3096,822,62,907,0
2025-02-05,Car_3,283,1865,2741,0,2745,822,62,926,0
2025-02-05,Car_5,337,2219,2816,95,2671,822,62,742,0
2025-02-05,Car_3,316,2076,2304,0,4109,822,62,956,0
2025-02-06,Car_6,272,2081,2563,0,3194,822,62,856,0
2025-02-07,Car_3,233,1448,2368,113,3555,822,62,1045,0
2025-02-07,Car_10,290,1806,2875,0,3760,822,62,761,0
2025-02-07,Car_7,327,2035,2526,0,3762,822,62,649,0
2025-02-08,Car_2,354,2721,2714,0,3546,822,62,581,8480
2025-02-10,Car_2,335,2100,2673,0,2415,822,62,757,0
2025-02-10,Car_7,269,1687,2538,0,3303,822,62,1146,0
2025-02-10,Car_8,394,2468,2200,25,4507,822,62,638,0
2025-02-11,Car_6,358,2495,2769,0,3550,822,62,850,0
2025-02-11,Car_4,295,2060,2374,0,4058,822,62,750,0
2025-02-11,Car_6,432,3012,2470,0,3573,822,62,695,0
2025-02-12,Car_5,363,2607,2645,0,2462,822,62,1025,0
2025-02-13,Car_2,395,2754,3029,0,3465,822,62,690,0
2025-02-13,Car_7,336,2344,2619,0,3943,822,62,890,0
2025-02-13,Car_8,400,2787,2150,0,4723,822,62,975,0
2025-02-14,Car_5,366,2073,2294,0,5239,822,62,615,0
2025-02-15,Car_8,361,2224,2282,0,3696,822,62,517,0
2025-02-16,Car_6,262,1690,2456,0,3266,822,62,960,0
2025-02-17,Car_7,281,1842,2940,0,2977,822,62,781,0
2025-02-18,Car_1,358,2500,2122,0,3760,822,62,1090,0
2025-02-18,Car_1,221,1543,2563,0,3709,822,62,780,0
2025-02-21,Car_5,327,2232,2938,0,3877,822,62,783,0
2025-02-22,Car_3,298,2075,2749,0,3470,822,62,1127,0
2025-02-22,Car_7,421,2930,2765,0,3224,822,62,1237,0
2025-02-22,Car_3,314,2187,2042,0,4023,822,62,948,0
2025-02-23,Car_1,372,2580,2827,0,2389,822,62,1011,0
2025-02-23,Car_9,301,2088,2452,0,3500,822,62,730,0
2025-02-23,Car_9,398,2763,2369,0,2868,822,62,702,0
2025-02-24,Car_2,265,1924,1848,0,3542,822,62,1056,0
2025-02-24,Car_6,204,1481,2717,0,2892,822,62,438,0
2025-02-24,Car_7,316,2291,2446,15,3192,822,62,656,0
2025-02-24,Car_4,225,1634,2624,34,4598,822,62,765,0
2025-02-25,Car_6,354,2511,2506,72,3632,822,62,692,0
2025-02-25,Car_1,340,2417,2495,0,3536,822,62,1140,0
2025-02-26,Car_2,271,1862,3180,0,2921,822,62,660,0
2025-02-26,Car_8,310,2131,3050,63,3127,822,62,657,0
2025-02-26,Car_9,262,1801,2230,0,3916,822,62,415,0
2025-02-27,Car_8,275,1801,2881,40,4144,822,62,737,0
2025-02-27,Car_9,291,1905,2507,90,3730,822,62,808,0
2025-02-28,Car_5,277,1553,2384,12,3481,822,62,802,0
2025-02-28,Car_2,357,1998,2887,18,3995,822,62,694,0
2025-02-28,Car_9,376,2108,3353,0,3200,822,62,934,0
2025-03-01,Car_4,316,2167,2575,0,3326,822,62,541,0
2025-03-01,Car_4,446,3057,2291,0,4465,822,62,510,0
2025-03-01,Car_9,298,2045,2681,0,2925,822,62,564,0
2025-03-01,Car_5,388,2659,2221,0,3237,822,62,775,0
2025-03-02,Car_9,359,2414,2747,0,3101,822,62,655,10170
2025-03-02,Car_5,321,2160,2082,0,3557,822,62,837,0
2025-03-03,Car_5,332,2247,2140,0,4175,822,62,685,0
2025-03-03,Car_6,360,2432,2793,0,3856,822,62,661,0
2025-03-03,Car_1,406,2743,2461,0,2854,822,62,962,0
2025-03-04,Car_10,330,1924,2490,0,3256,822,62,815,0
2025-03-04,Car_5,345,2011,2584,0,3977,822,62,830,0
2025-03-04,Car_5,250,1461,2269,0,4397,822,62,535,0
2025-03-04,Car_9,327,1910,2006,0,2770,822,62,552,0
2025-03-05,Car_1,277,1646,2698,8,3764,822,62,1097,0
2025-03-05,Car_7,263,1564,1692,0,4320,822,62,919,0
2025-03-05,Car_2,284,1691,2596,0,3463,822,62,1179,0
2025-03-06,Car_6,223,1610,2528,0,2947,822,62,851,0
2025-03-06,Car_1,331,2393,1909,55,3140,822,62,833,0
2025-03-06,Car_7,237,1717,2454,0,2942,822,62,798,6364
2025-03-06,Car_9,315,2277,2675,0,2794,822,62,1005,0
2025-03-07,Car_1,344,2262,2368,0,3916,822,62,944,0
2025-03-07,Car_9,352,2314,3079,0,4424,822,62,522,0
2025-03-07,Car_1,292,1921,1734,0,3967,822,62,594,0
2025-03-08,Car_9,418,2926,2347,0,3655,822,62,887,0
2025-03-09,Car_7,302,1998,1637,0,2603,822,62,896,0
2025-03-11,Car_7,370,2651,2250,0,3560,822,62,891,0
2025-03-11,Car_4,270,1935,2140,0,3318,822,62,1217,0
2025-03-11,Car_7,325,2330,2821,0,3883,822,62,501,13645
2025-03-13,Car_3,306,2035,3261,0,4047,822,62,742,0
2025-03-13,Car_6,270,1800,2260,0,4795,822,62,435,0
2025-03-14,Car_2,458,2898,2231,0,3316,822,62,684,0
2025-03-15,Car_10,332,2106,3025,0,3750,822,62,484,0
2025-03-16,Car_7,336,2156,2556,53,4288,822,62,777,0
2025-03-16,Car_6,351,2251,2703,0,3510,822,62,543,0
2025-03-16,Car_9,294,1885,3232,0,2890,822,62,872,0
2025-03-16,Car_9,354,2269,2869,0,4271,822,62,500,0
2025-03-17,Car_1,368,2477,2632,0,3600,822,62,498,0
2025-03-18,Car_9,388,2448,2849,68,2680,822,62,683,0
2025-03-19,Car_2,306,2248,2283,0,3559,822,62,527,0
2025-03-19,Car_3,250,1838,2826,0,3351,822,62,818,0
2025-03-20,Car_8,245,1483,2826,0,4491,822,62,1035,12443
2025-03-20,Car_9,372,2256,3054,0,3948,822,62,690,0
2025-03-20,Car_1,394,2390,2823,0,3250,822,62,930,0
2025-03-20,Car_5,319,1933,2112,0,2350,822,62,847,0
2025-03-21,Car_3,277,1797,2902,0,3208,822,62,838,0
2025-03-21,Car_3,337,2187,2639,33,3536,822,62,758,9995
2025-03-22,Car_1,334,2116,2140,17,2653,822,62,752,0
2025-03-22,Car_7,289,1834,2090,0,3567,822,62,759,11152
2025-03-22,Car_9,346,2190,2535,0,3859,822,62,887,0
2025-03-23,Car_2,354,2642,3327,0,3096,822,62,1142,0
2025-03-23,Car_8,364,2718,1609,0,4564,822,62,1179,0
2025-03-23,Car_7,380,2840,1708,0,3332,822,62,717,0
2025-03-24,Car_10,313,2105,2147,0,2930,822,62,1139,0
2025-03-24,Car_4,269,1805,2691,0,3720,822,62,604,0
2025-03-25,Car_2,378,2731,1961,0,2123,822,62,965,0
2025-03-25,Car_9,286,2062,2583,0,3918,822,62,791,0
2025-03-25,Car_1,248,1791,2870,25,2941,822,62,913,0
2025-03-25,Car_2,288,2077,3181,0,4765,822,62,581,0
2025-03-26,Car_9,360,2054,2796,0,2497,822,62,934,0
2025-03-26,Car_3,307,1754,2632,0,3225,822,62,1194,0
2025-03-26,Car_6,356,2034,2390,0,2521,822,62,805,0
2025-03-26,Car_5,288,1645,1733,0,3265,822,62,482,7111
2025-03-26,Car_3,317,1812,2647,0,2907,822,62,1307,0
2025-03-26,Car_4,389,2221,2488,0,3025,822,62,670,12675
2025-03-26,Car_1,293,1672,1988,0,3530,822,62,491,0
2025-03-27,Car_10,209,1411,2165,0,3534,822,62,427,0
2025-03-28,Car_10,414,2955,2584,0,3681,822,62,756,0
2025-03-28,Car_3,387,2759,2011,0,3375,822,62,973,0
2025-03-28,Car_3,339,2421,2997,0,3863,822,62,1008,0
2025-03-29,Car_6,346,2301,2221,0,2822,822,62,530,0
2025-03-29,Car_10,338,2249,2592,0,3350,822,62,935,0
2025-03-29,Car_6,324,2152,3107,48,3877,822,62,654,0
2025-03-30,Car_9,283,2051,2422,0,2783,822,62,1082,0
2025-03-30,Car_4,332,2403,2657,0,3713,822,62,949,0
2025-03-31,Car_1,322,2026,1634,0,2861,822,62,478,0
2025-03-31,Car_7,336,2113,3110,0,3307,822,62,954,0
2025-03-31,Car_1,370,2328,2149,0,4060,822,62,667,0
2025-04-01,Car_9,339,2521,2124,0,3719,822,62,589,0
2025-04-01,Car_4,289,2151,1842,0,3819,822,62,798,0
2025-04-01,Car_7,338,2515,2780,0,4281,822,62,825,0
2025-04-02,Car_8,260,2072,3508,1,2902,822,62,1073,0
2025-04-02,Car_1,276,2199,2810,0,3756,822,62,708,0
2025-04-02,Car_8,315,2517,2502,0,3862,822,62,893,0
2025-04-03,Car_5,306,1951,1593,0,3981,822,62,1189,11514
2025-04-03,Car_8,411,2623,2580,0,3041,822,62,852,0
2025-04-03,Car_7,276,1761,2072,0,3171,822,62,1067,0
2025-04-04,Car_1,382,2421,3153,0,3494,822,62,615,0
2025-04-04,Car_8,274,1735,2427,0,3304,822,62,1268,0
2025-04-04,Car_1,256,1621,2309,0,3885,822,62,792,0
2025-04-04,Car_4,247,1564,2634,0,3148,822,62,848,0
2025-04-05,Car_3,302,2257,2338,96,2623,822,62,971,0
2025-04-06,Car_4,303,2287,2713,0,3445,822,62,730,0
2025-04-06,Car_3,355,2680,2804,16,2574,822,62,578,0
2025-04-07,Car_5,262,1645,2461,0,2828,822,62,1123,0
2025-04-07,Car_2,295,1857,3107,0,4467,822,62,736,0
2025-04-07,Car_1,205,1289,3262,0,3348,822,62,822,0
2025-04-07,Car_5,273,1718,2000,39,2804,822,62,658,0
2025-04-07,Car_1,346,2174,2573,0,4417,822,62,1164,0
2025-04-07,Car_3,325,2044,2610,0,3029,822,62,636,0
2025-04-09,Car_1,373,2399,2307,0,3996,822,62,794,5003
2025-04-10,Car_5,293,1699,2019,0,4106,822,62,1000,0
2025-04-10,Car_6,335,1944,3272,0,2659,822,62,779,0
2025-04-10,Car_10,317,1839,2099,0,3505,822,62,891,0
2025-04-10,Car_5,319,1846,1878,0,3076,822,62,616,0
2025-04-10,Car_7,392,2274,3104,0,2698,822,62,876,0
2025-04-11,Car_10,439,2657,2221,0,3767,822,62,1050,0
2025-04-11,Car_9,303,1830,3215,0,4158,822,62,412,0
2025-04-12,Car_2,350,2099,2455,0,2549,822,62,826,0
2025-04-13,Car_8,330,2025,2602,0,3059,822,62,1039,0
2025-04-14,Car_6,349,2296,2143,0,3584,822,62,1117,0
2025-04-14,Car_3,238,1567,3069,0,3203,822,62,1190,0
2025-04-15,Car_8,264,1781,2668,0,3643,822,62,906,0
2025-04-15,Car_3,309,2080,1988,0,2844,822,62,599,0
2025-04-16,Car_9,270,2033,2898,0,3932,822,62,814,0
2025-04-16,Car_6,280,2111,2107,0,3883,822,62,775,0
2025-04-16,Car_10,284,2141,1794,0,3230,822,62,595,0
2025-04-17,Car_3,324,1946,2826,75,3806,822,62,739,0
2025-04-17,Car_9,307,1845,2368,0,3262,822,62,584,0
2025-04-17,Car_5,323,1937,3143,0,3437,822,62,1101,0
2025-04-18,Car_10,385,2771,3289,0,3330,822,62,641,0
2025-04-18,Car_5,373,2682,2730,0,3733,822,62,467,0
2025-04-19,Car_4,318,2058,2050,75,2725,822,62,980,0
2025-04-19,Car_2,339,2195,3227,0,3864,822,62,865,0
2025-04-19,Car_1,376,2432,2563,0,2444,822,62,596,0
2025-04-19,Car_10,253,1636,2939,0,3890,822,62,1251,0
2025-04-20,Car_6,187,1228,2660,0,3443,822,62,664,0
2025-04-20,Car_9,344,2263,2253,0,3675,822,62,805,0
2025-04-20,Car_1,362,2378,1856,0,3466,822,62,1010,0
2025-04-20,Car_4,348,2289,2503,141,4511,822,62,1148,0
2025-04-21,Car_9,278,1947,3138,0,3124,822,62,597,0
2025-04-22,Car_10,278,1649,2345,11,2471,822,62,845,14962
2025-04-23,Car_9,303,2068,2005,0,4489,822,62,878,0
2025-04-23,Car_6,377,2577,2834,118,2330,822,62,416,0
2025-04-23,Car_3,388,2650,1978,0,3813,822,62,826,0
2025-04-25,Car_8,340,2345,2970,0,3787,822,62,903,0
2025-04-25,Car_10,307,2119,2658,18,3553,822,62,872,0
2025-04-25,Car_1,314,2167,2954,0,3255,822,62,590,0
2025-04-27,Car_4,313,2528,2660,54,3717,822,62,866,0
2025-04-27,Car_3,291,2347,2135,0,3139,822,62,962,0
2025-04-27,Car_3,296,2394,2391,0,2977,822,62,1091,0
2025-04-28,Car_5,393,2446,2476,0,3921,822,62,837,0
2025-04-28,Car_5,273,1699,3156,40,3247,822,62,756,0
2025-04-28,Car_4,276,1715,2648,58,3593,822,62,802,14590
2025-04-28,Car_4,250,1552,2463,59,3128,822,62,739,0
2025-04-29,Car_2,325,2043,2239,0,3385,822,62,780,0
2025-05-02,Car_5,273,1700,2385,0,2623,822,62,786,0
2025-05-04,Car_5,321,2391,2062,0,3646,822,62,774,0
2025-05-05,Car_8,314,1967,2875,53,3720,822,62,494,0
2025-05-06,Car_1,319,1948,2799,0,3996,822,62,720,0
2025-05-06,Car_3,292,1784,2953,0,3147,822,62,535,0
2025-05-06,Car_10,249,1516,3094,0,4309,822,62,687,0
2025-05-06,Car_6,197,1203,2525,66,3502,822,62,655,0
2025-05-07,Car_1,249,1712,2149,0,3946,822,62,589,0
2025-05-07,Car_10,383,2637,1917,0,4125,822,62,675,0
2025-05-07,Car_10,310,2134,2317,3,3980,822,62,600,0
2025-05-07,Car_6,402,2767,1969,0,2605,822,62,967,0
2025-05-07,Car_3,349,2402,2855,0,3218,822,62,717,0
2025-05-08,Car_8,265,1659,2826,0,3471,822,62,419,0
2025-05-08,Car_2,387,2426,2181,0,3249,822,62,438,0
2025-05-09,Car_10,318,2223,2230,0,3870,822,62,892,0
2025-05-10,Car_4,311,2091,1744,0,2847,822,62,643,0
2025-05-11,Car_9,328,1864,2427,0,2734,822,62,1080,0
2025-05-12,Car_5,296,2231,2363,0,2745,822,62,749,0
2025-05-12,Car_1,259,1951,1941,0,3731,822,62,943,0
2025-05-12,Car_6,339,2552,2567,10,3733,822,62,1047,0
2025-05-12,Car_6,422,3180,1919,206,3145,822,62,1007,0
2025-05-12,Car_6,343,2583,1882,187,4209,822,62,487,0
2025-05-13,Car_7,291,2234,2978,0,2841,822,62,818,0
2025-05-13,Car_7,285,2185,2439,0,3502,822,62,883,0
2025-05-13,Car_8,260,1994,2691,0,3543,822,62,661,0
2025-05-13,Car_8,324,2487,2285,0,3228,822,62,713,0
2025-05-13,Car_5,425,3267,2319,0,3541,822,62,1029,0
2025-05-14,Car_4,386,2408,2623,0,3393,822,62,1229,0
2025-05-14,Car_3,403,2510,2878,0,4283,822,62,1028,0
2025-05-15,Car_3,261,1660,2450,0,3272,822,62,528,0
2025-05-15,Car_8,348,2214,2089,0,2267,822,62,694,10726
2025-05-17,Car_9,383,2605,2238,0,4218,822,62,709,0
2025-05-17,Car_3,464,3156,1838,0,3159,822,62,897,0
2025-05-18,Car_9,298,2086,2319,138,2780,822,62,873,0
2025-05-18,Car_4,383,2678,2491,0,3224,822,62,1043,0
2025-05-19,Car_1,383,2986,2688,0,3676,822,62,741,0
2025-05-20,Car_8,471,3056,2005,17,3801,822,62,931,12545
2025-05-21,Car_2,370,2266,1821,0,3661,822,62,957,0
2025-05-21,Car_1,363,2222,2442,0,4339,822,62,790,0
2025-05-21,Car_7,340,2081,2176,110,3883,822,62,596,0
2025-05-21,Car_4,291,1782,2364,0,4326,822,62,704,0
2025-05-21,Car_3,363,2224,2264,0,4174,822,62,847,0
2025-05-23,Car_9,410,2526,2327,156,3810,822,62,1288,0
2025-05-23,Car_2,324,1994,1760,0,3668,822,62,683,0
2025-05-23,Car_2,362,2230,2457,0,2746,822,62,1081,0
2025-05-24,Car_2,213,1400,2329,0,3576,822,62,409,0
2025-05-24,Car_1,331,2179,3017,0,4012,822,62,1377,0
2025-05-25,Car_4,327,2508,2576,0,3591,822,62,750,0
2025-05-25,Car_5,301,2308,2015,0,3949,822,62,793,0
2025-05-26,Car_8,376,2367,2546,0,3417,822,62,538,0
2025-05-26,Car_7,292,1836,1750,0,4178,822,62,1022,0
2025-05-26,Car_4,306,1922,2689,0,3669,822,62,782,0
2025-05-27,Car_9,273,1840,1789,28,2333,822,62,1029,0
2025-05-27,Car_9,388,2614,2462,0,3603,822,62,643,0
2025-05-27,Car_10,286,1927,3242,8,3266,822,62,876,14022
2025-05-28,Car_1,324,2133,2091,0,4788,822,62,701,0
2025-05-28,Car_8,342,2254,2984,0,3228,822,62,438,0
2025-05-28,Car_1,371,2448,2153,0,2094,822,62,761,0
2025-05-28,Car_8,333,2196,3379,44,2898,822,62,1040,6067
2025-05-29,Car_4,342,2502,2169,0,3689,822,62,839,0
2025-05-29,Car_9,346,2533,2905,0,3697,822,62,918,0
2025-05-29,Car_8,336,2456,3246,0,4107,822,62,712,0
2025-05-29,Car_9,305,2228,2306,0,3997,822,62,473,0
2025-05-30,Car_8,333,2705,2441,0,4107,822,62,745,10573
2025-05-30,Car_2,449,3641,2511,38,3750,822,62,463,0
2025-05-30,Car_7,353,2865,2869,0,4389,822,62,541,0
2025-05-30,Car_10,291,2358,2901,0,3071,822,62,1053,0
2025-05-30,Car_2,361,2927,2429,0,3407,822,62,561,0
2025-05-31,Car_2,385,2417,2508,99,3463,822,62,686,0
2025-06-01,Car_10,185,1168,2705,0,3119,822,62,1004,0
2025-06-02,Car_10,328,2373,2246,0,4115,822,62,699,0
2025-06-02,Car_6,257,1858,1858,0,4117,822,62,741,6667
2025-06-02,Car_2,335,2418,1956,0,4161,822,62,782,8652
2025-06-03,Car_3,391,2738,3002,0,3784,822,62,912,0
2025-06-04,Car_4,344,2649,2328,0,3572,822,62,703,0
2025-06-04,Car_7,343,2643,2902,0,3990,822,62,899,0
2025-06-04,Car_8,361,2786,3827,0,2767,822,62,949,0
2025-06-05,Car_9,351,2439,2666,56,3399,822,62,773,0
2025-06-06,Car_9,392,2501,2707,0,3811,822,62,548,0
2025-06-06,Car_7,354,2262,2623,0,4105,822,62,515,0
2025-06-06,Car_2,246,1569,3030,1,4147,822,62,819,0
2025-06-07,Car_10,352,2445,2360,0,3642,822,62,671,0
2025-06-07,Car_10,276,1921,3133,0,4365,822,62,572,0
2025-06-08,Car_2,305,2217,2028,42,2920,822,62,882,0
2025-06-08,Car_8,192,1397,3009,0,4024,822,62,787,0
2025-06-09,Car_2,422,2993,2031,0,3738,822,62,711,0
2025-06-10,Car_5,366,2530,2162,0,2953,822,62,604,0
2025-06-10,Car_2,291,2010,2475,0,3622,822,62,630,10133
2025-06-10,Car_9,335,2313,2512,45,3667,822,62,763,0
2025-06-10,Car_9,313,2164,2787,0,4104,822,62,436,0
2025-06-10,Car_4,387,2673,2214,0,3244,822,62,779,0
2025-06-10,Car_10,406,2801,2726,0,3740,822,62,807,0
2025-06-11,Car_3,329,2384,2453,0,3858,822,62,1083,0
2025-06-13,Car_9,298,2217,1928,80,2854,822,62,1057,0
2025-06-14,Car_4,292,2040,1597,2,4834,822,62,781,0
2025-06-14,Car_9,287,2003,2180,0,4031,822,62,945,0
2025-06-14,Car_4,331,2310,2148,0,4371,822,62,457,0
2025-06-15,Car_5,362,2353,2533,0,2758,822,62,919,0
2025-06-15,Car_9,325,2115,2440,0,3484,822,62,605,0
2025-06-15,Car_5,246,1599,1992,0,3916,822,62,675,0
2025-06-15,Car_7,328,2133,2382,165,3105,822,62,737,0
2025-06-16,Car_6,309,2065,1792,0,2572,822,62,659,6880
2025-06-16,Car_2,316,2113,2426,0,2179,822,62,882,0
2025-06-16,Car_9,308,2058,2033,0,3225,822,62,772,0
2025-06-17,Car_6,309,2262,2452,0,3271,822,62,890,0
2025-06-17,Car_5,419,3069,2638,0,3401,822,62,598,0
2025-06-17,Car_7,294,2152,2182,91,3995,822,62,625,0
2025-06-18,Car_1,357,2181,2832,0,3300,822,62,843,0
2025-06-18,Car_8,409,2497,2049,0,3958,822,62,930,0
2025-06-19,Car_7,356,2432,2338,0,4533,822,62,704,0
2025-06-19,Car_7,459,3133,1914,104,3613,822,62,1178,0
2025-06-19,Car_7,422,2881,1956,0,3563,822,62,1104,0
2025-06-19,Car_1,335,2284,2711,0,4275,822,62,1032,0
2025-06-19,Car_7,240,1636,2530,0,3851,822,62,1032,0
2025-06-20,Car_10,301,1913,2338,0,3409,822,62,1116,0
2025-06-20,Car_9,399,2542,1973,0,3254,822,62,922,0
